ev,ts,start,end,duration_ms,role,dp,tp,pid,overlap_ms,overlap_ratio,union_overlap_ms,union_overlap_ratio,overlap_intensity,max_active_recv,max_xfer_pressure_GBps,avg_step_xfer_pressure_GBps,avg_active_xfer_pressure_GBps,bytes_during_step_MB,normalized_transfer_MB_per_ms
engine_step_start,1780383693.9502916,1780383693.9502916,1780383693.9616864,11.394739151000977,decode,1,0,1322414,22.011280059814453,1.931705479881991,11.394739151000977,1.0,1.931705479881991,2,3.7014105307141203,3.5846615351248095,3.5846615351248095,40.84628313737392,3.584661535124809
engine_step_start,1780383693.956083,1780383693.956083,1780383693.9708743,14.791250228881836,decode,0,0,1322412,24.378299713134766,1.6481568045906607,14.791250228881836,1.0,1.6481568045906607,3,5.532404082381064,2.9912219699915195,2.9912219699915195,44.24391264827344,2.9912219699915195
engine_step_start,1780383693.9644458,1780383693.9644458,1780383693.9651523,0.7064342498779297,decode,1,0,1322414,1.6210079193115234,2.2946338170772864,0.7064342498779297,1.0,2.2946338170772864,3,5.532404082381064,4.163163814101977,4.163163814101977,2.9410015061340715,4.163163814101978
engine_step_start,1780383693.9708788,1780383693.9708788,1780383693.9769456,6.066799163818359,decode,0,0,1322412,3.192901611328125,0.5262909691110587,3.192901611328125,0.5262909691110587,1.0,1,1.7094928756739949,0.8996906622269174,1.7094928756739949,5.458242557293448,0.8996906622269173
engine_step_start,1780383693.9710977,1780383693.9710977,1780383693.971309,0.21123886108398438,decode,1,0,1322414,0.21123886108398438,1.0,0.21123886108398438,1.0,1.0,1,1.7094928756739949,1.7094928756739949,1.7094928756739949,0.36111132808855995,1.7094928756739947
engine_step_start,1780383693.9713292,1780383693.9713292,1780383693.983496,12.166738510131836,decode,1,0,1322414,2.7425289154052734,0.22541200446787246,2.7425289154052734,0.22541200446787246,1.0,1,1.7094928756739949,0.38534021572922267,1.7094928756739949,4.688333642215244,0.3853402157292227
engine_step_start,1780383693.9769552,1780383693.9769552,1780383693.983675,6.719827651977539,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.9835014,1780383693.9835014,1780383693.990396,6.894588470458984,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.9836795,1780383693.9836795,1780383693.9906046,6.925106048583984,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.9904091,1780383693.9904091,1780383693.9975705,7.161378860473633,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.9906087,1780383693.9906087,1780383693.9975774,6.96873664855957,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.997577,1780383693.997577,1780383694.0044432,6.866216659545898,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383693.9975827,1780383693.9975827,1780383694.0044627,6.880044937133789,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
